,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
328,Himanshu Gupta,Distributing quantum circuits with minimum circuit execution time over quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Professor, Stony Brook University",,,,,,
329,Himanshu Gupta,Distributing quantum circuits with minimum circuit execution time over quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
330,Himanshu Gupta,Distribution and purification of entanglement states in quantum networks,Design and simulation of the adaptive continuous entanglement generation protocol,"Professor, Stony Brook University",,,,,,
331,Himanshu Gupta,Distribution and purification of entanglement states in quantum networks,Design and simulation of the adaptive continuous entanglement generation protocol,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
332,Himanshu Gupta,Distribution and purification of entanglement states in quantum networks,Discrete Outcome Quantum Sensor Networks,"Professor, Stony Brook University",,,,,,
333,Himanshu Gupta,Distribution and purification of entanglement states in quantum networks,Discrete Outcome Quantum Sensor Networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
334,Himanshu Gupta,Distribution and purification of entanglement states in quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Professor, Stony Brook University",,,,,,
335,Himanshu Gupta,Distribution and purification of entanglement states in quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
336,Himanshu Gupta,Distribution and purification of entanglement states in quantum networks,Optimized distribution of entanglement graph states in quantum networks,"Professor, Stony Brook University",,,,,,
337,Himanshu Gupta,Distribution and purification of entanglement states in quantum networks,Optimized distribution of entanglement graph states in quantum networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
338,Himanshu Gupta,Distribution and purification of entanglement states in quantum networks,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,"Professor, Stony Brook University",,,,,,
339,Himanshu Gupta,Distribution and purification of entanglement states in quantum networks,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
340,Himanshu Gupta,Distribution and purification of entanglement states in quantum networks,Quantum Sensor Network Algorithms for Transmitter Localization,"Professor, Stony Brook University",,,,,,
341,Himanshu Gupta,Distribution and purification of entanglement states in quantum networks,Quantum Sensor Network Algorithms for Transmitter Localization,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
342,Himanshu Gupta,Distribution and purification of entanglement states in quantum networks,Simulation of entanglement-enabled connectivity in qlans using sequence,"Professor, Stony Brook University",,,,,,
343,Himanshu Gupta,Distribution and purification of entanglement states in quantum networks,Simulation of entanglement-enabled connectivity in qlans using sequence,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
344,Himanshu Gupta,Distribution of quantum circuits over general quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Professor, Stony Brook University",,,,,,
345,Himanshu Gupta,Distribution of quantum circuits over general quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
346,Himanshu Gupta,Dynamic Distribution of Quantum Circuits with Minimum Circuit-Execution Time,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Professor, Stony Brook University",,,,,,
347,Himanshu Gupta,Dynamic Distribution of Quantum Circuits with Minimum Circuit-Execution Time,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
348,Himanshu Gupta,Generation and distribution of ghz states in quantum networks,Discrete Outcome Quantum Sensor Networks,"Professor, Stony Brook University",,,,,,
349,Himanshu Gupta,Generation and distribution of ghz states in quantum networks,Discrete Outcome Quantum Sensor Networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
350,Himanshu Gupta,Generation and distribution of ghz states in quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Professor, Stony Brook University",,,,,,
351,Himanshu Gupta,Generation and distribution of ghz states in quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
352,Himanshu Gupta,Generation and distribution of ghz states in quantum networks,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,"Professor, Stony Brook University",,,,,,
353,Himanshu Gupta,Generation and distribution of ghz states in quantum networks,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
354,Himanshu Gupta,Generation and distribution of ghz states in quantum networks,Quantum Sensor Network Algorithms for Transmitter Localization,"Professor, Stony Brook University",,,,,,
355,Himanshu Gupta,Generation and distribution of ghz states in quantum networks,Quantum Sensor Network Algorithms for Transmitter Localization,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
356,Himanshu Gupta,Optimized distribution of entanglement graph states in quantum networks,Design and simulation of the adaptive continuous entanglement generation protocol,"Professor, Stony Brook University",,,,,,
357,Himanshu Gupta,Optimized distribution of entanglement graph states in quantum networks,Design and simulation of the adaptive continuous entanglement generation protocol,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
358,Himanshu Gupta,Optimized distribution of entanglement graph states in quantum networks,Discrete Outcome Quantum Sensor Networks,"Professor, Stony Brook University",,,,,,
359,Himanshu Gupta,Optimized distribution of entanglement graph states in quantum networks,Discrete Outcome Quantum Sensor Networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
360,Himanshu Gupta,Optimized distribution of entanglement graph states in quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Professor, Stony Brook University",,,,,,
361,Himanshu Gupta,Optimized distribution of entanglement graph states in quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
362,Himanshu Gupta,Optimized distribution of entanglement graph states in quantum networks,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,"Professor, Stony Brook University",,,,,,
363,Himanshu Gupta,Optimized distribution of entanglement graph states in quantum networks,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
364,Himanshu Gupta,Optimized distribution of entanglement graph states in quantum networks,Quantum Sensor Network Algorithms for Transmitter Localization,"Professor, Stony Brook University",,,,,,
365,Himanshu Gupta,Optimized distribution of entanglement graph states in quantum networks,Quantum Sensor Network Algorithms for Transmitter Localization,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
366,Himanshu Gupta,Optimized distribution of entanglement graph states in quantum networks,Transmitter localization and optimizing initial state in classical/quantum sensor networks,"Professor, Stony Brook University",,,,,,
367,Himanshu Gupta,Optimized distribution of entanglement graph states in quantum networks,Transmitter localization and optimizing initial state in classical/quantum sensor networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
368,Himanshu Gupta,Optimized generation of entanglement by real-time ordering of swapping operations,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Professor, Stony Brook University",,,,,,
369,Himanshu Gupta,Optimized generation of entanglement by real-time ordering of swapping operations,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
370,Himanshu Gupta,Optimizing initial state of detector sensors in quantum sensor networks,Discrete Outcome Quantum Sensor Networks,"Professor, Stony Brook University",,,,,,
371,Himanshu Gupta,Optimizing initial state of detector sensors in quantum sensor networks,Discrete Outcome Quantum Sensor Networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
372,Himanshu Gupta,Pre-distribution of entanglements in quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Professor, Stony Brook University",,,,,,
373,Himanshu Gupta,Pre-distribution of entanglements in quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
374,Himanshu Gupta,Quantum sensor network algorithms for transmitter localization,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,"Professor, Stony Brook University",,,,,,
375,Himanshu Gupta,Quantum sensor network algorithms for transmitter localization,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
376,Himanshu Gupta,Quantum sensor network algorithms for transmitter localization,DeepMTL: Deep Learning Based Multiple Transmitter Localization,"Professor, Stony Brook University",,,,,,
377,Himanshu Gupta,Quantum sensor network algorithms for transmitter localization,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
378,Himanshu Gupta,Quantum sensor network algorithms for transmitter localization,Discrete Outcome Quantum Sensor Networks,"Professor, Stony Brook University",,,,,,
379,Himanshu Gupta,Quantum sensor network algorithms for transmitter localization,Discrete Outcome Quantum Sensor Networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
380,Himanshu Gupta,Quantum sensor network algorithms for transmitter localization,Efficient Localization of Multiple Intruders in Shared Spectrum System,"Professor, Stony Brook University",,,,,,
381,Himanshu Gupta,Quantum sensor network algorithms for transmitter localization,Efficient Localization of Multiple Intruders in Shared Spectrum System,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
382,Himanshu Gupta,Quantum sensor network algorithms for transmitter localization,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Professor, Stony Brook University",,,,,,
